time,point_2,point_3,point_4
0.0,21087.36,3640.07987448,1631.7599999999998
900.0,12426.47987448,3514.56012552,1506.24
1800.0,11171.28025104,3891.11987448,1506.24
2700.0,11924.39987448,3640.07987448,1380.7199999999998
3600.0,19832.1612552,4393.2,1380.7199999999998
4500.0,12677.52,4393.2,1506.24
5400.0,12677.52,3640.07987448,1506.24
6300.0,11045.759999999998,4142.16,1631.7599999999998
7200.0,11045.759999999998,3891.11987448,1631.7599999999998
8100.0,12175.44037656,4142.16,1506.24
9000.0,20208.72,3891.11987448,1506.24
9900.0,11924.39987448,3891.11987448,1380.7199999999998
10800.0,11924.39987448,4142.16,1506.24
11700.0,12175.44037656,4016.6402510400003,1506.24
12600.0,11422.319748959999,3891.11987448,1506.24
13500.0,20083.2,3891.11987448,1255.199974896
14400.0,11422.319748959999,3640.07987448,1380.7199999999998
15300.0,11798.87962344,4267.68025104,1380.7199999999998
16200.0,11547.839999999998,4267.68025104,1380.7199999999998
17100.0,11547.839999999998,3891.11987448,1380.7199999999998
18000.0,20710.8012552,4142.16,1380.7199999999998
18900.0,11045.759999999998,10418.159623440002,1506.24
19800.0,12300.95962344,8284.32,2635.92
20700.0,11171.28025104,8033.28037656,2635.92
21600.0,11924.39987448,8033.28037656,2761.4399999999996
22500.0,11924.39987448,13305.119999999999,2510.4
23400.0,20459.760000000002,1882.7999999999997,2510.4
24300.0,12426.47987448,7782.23987448,4393.2
25200.0,11798.87962344,7405.68,3514.56012552
26100.0,11798.87962344,7405.68,3514.56012552
27000.0,21087.36,7405.68,4016.6402510400003
27900.0,12049.92012552,7029.12025104,4016.6402510400003
28800.0,12300.95962344,7405.68,3514.56012552
29700.0,11171.28025104,6150.479874480001,8535.36050208
30600.0,11924.39987448,7405.68,0.0
31500.0,20961.840000000004,5773.919999999999,0.0
32400.0,12928.56,5773.919999999999,6778.0801255199995
33300.0,12928.56,6527.0401255199995,5522.879999999999
34200.0,12049.92012552,5522.879999999999,5397.36012552
35100.0,11798.87962344,5397.36012552,2635.92
36000.0,11171.28025104,5271.839874480001,1380.7199999999998
36900.0,20334.24,4518.71974896,1380.7199999999998
37800.0,11798.87962344,4518.71974896,1129.679949792
38700.0,11798.87962344,4393.2,1757.28
39600.0,12049.92012552,4769.759874480001,1757.28
40500.0,10920.23962344,5146.32012552,1631.7599999999998
41400.0,11798.87962344,4644.24,3138.0
42300.0,10418.159623440002,4518.71974896,3138.0
43200.0,10418.159623440002,4518.71974896,2510.4
44100.0,10418.159623440002,4644.24,2259.35987448
45000.0,11924.39987448,4016.6402510400003,2133.84012552
45900.0,7531.19987448,4393.2,1631.7599999999998
46800.0,8535.36050208,4016.6402510400003,1882.7999999999997
47700.0,11045.759999999998,4769.759874480001,1882.7999999999997
48600.0,18451.440000000002,3891.11987448,1882.7999999999997
49500.0,11045.759999999998,3891.11987448,1757.28
50400.0,11045.759999999998,4016.6402510400003,1631.7599999999998
51300.0,7782.23987448,7656.72012552,1631.7599999999998
52200.0,7656.72012552,3640.07987448,1757.28
53100.0,10794.72037656,4142.16,1757.28
54000.0,19204.559999999998,3640.07987448,1757.28
54900.0,10041.599748960001,3640.07987448,1757.28
55800.0,10041.599748960001,4267.68025104,1757.28
56700.0,9790.56025104,3640.07987448,1631.7599999999998
57600.0,10041.599748960001,3765.59987448,2008.3201255200001
58500.0,19957.678744800003,3514.56012552,1882.7999999999997
59400.0,10543.679874480002,3640.07987448,1882.7999999999997
60300.0,9665.04,3640.07987448,1631.7599999999998
61200.0,9665.04,3765.59987448,2133.84012552
62100.0,10418.159623440002,3765.59987448,1757.28
63000.0,11296.80050208,3891.11987448,1757.28
63900.0,10794.72037656,3891.11987448,2510.4
64800.0,9916.08050208,3891.11987448,2510.4
65700.0,9916.08050208,3891.11987448,1380.7199999999998
66600.0,9916.08050208,3765.59987448,0.0
67500.0,10418.159623440002,3891.11987448,0.0
68400.0,20585.28,4016.6402510400003,0.0
69300.0,10543.679874480002,4393.2,0.0
70200.0,10418.159623440002,3891.11987448,0.0
71100.0,10292.64025104,3891.11987448,0.0
72000.0,10292.64025104,4142.16,125.52
72900.0,19581.12,125.52,0.0
73800.0,10794.72037656,1631.7599999999998,0.0
74700.0,10669.200125520001,2384.87987448,0.0
75600.0,10418.159623440002,2008.3201255200001,0.0
76500.0,19957.678744800003,2008.3201255200001,0.0
77400.0,19957.678744800003,2510.4,0.0
78300.0,11045.759999999998,2008.3201255200001,0.0
79200.0,10920.23962344,2635.92,0.0
80100.0,9916.08050208,2635.92,125.52
81000.0,10794.72037656,2635.92,0.0
81900.0,19204.559999999998,2008.3201255200001,0.0
82800.0,11296.80050208,2008.3201255200001,0.0
83700.0,11296.80050208,2635.92,0.0
84600.0,10292.64025104,2510.4,0.0
85500.0,10794.72037656,2635.92,0.0
86400.0,20208.72,2510.4,0.0
87300.0,11045.759999999998,2510.4,0.0
88200.0,11045.759999999998,2510.4,0.0
89100.0,10041.599748960001,2510.4,125.52
90000.0,9916.08050208,2761.4399999999996,0.0
90900.0,18828.0012552,2384.87987448,125.52
91800.0,10041.599748960001,2635.92,0.0
92700.0,9665.04,2510.4,0.0
93600.0,9916.08050208,2510.4,0.0
94500.0,9916.08050208,2761.4399999999996,125.52
95400.0,17949.3612552,2510.4,125.52
96300.0,11422.319748959999,2886.9599999999996,0.0
97200.0,9665.04,2635.92,125.52
98100.0,10669.200125520001,2886.9599999999996,125.52
99000.0,19957.678744800003,2886.9599999999996,125.52
99900.0,19957.678744800003,2761.4399999999996,125.52
100800.0,11171.28025104,3138.0,125.52
101700.0,10041.599748960001,2886.9599999999996,125.52
102600.0,10669.200125520001,3263.52012552,125.52
103500.0,19455.600000000002,3138.0,125.52
104400.0,10543.679874480002,3138.0,0.0
105300.0,10543.679874480002,3640.07987448,2635.92
106200.0,9916.08050208,6652.55987448,2635.92
107100.0,10292.64025104,6903.599999999999,3012.48
108000.0,20208.72,6527.0401255199995,3012.48
108900.0,10041.599748960001,12677.52,3012.48
109800.0,9539.519748960001,12677.52,7405.68
110700.0,9539.519748960001,6652.55987448,4644.24
111600.0,9916.08050208,7405.68,8409.840251040001
112500.0,19330.08,6652.55987448,8409.840251040001
113400.0,11045.759999999998,7154.639999999999,4644.24
114300.0,10669.200125520001,6903.599999999999,4644.24
115200.0,10794.72037656,6903.599999999999,4644.24
116100.0,10794.72037656,7405.68,8033.28037656
117000.0,19204.559999999998,7907.76012552,4393.2
117900.0,10292.64025104,7029.12025104,5773.919999999999
118800.0,10920.23962344,6276.00012552,5773.919999999999
119700.0,10418.159623440002,5773.919999999999,5773.919999999999
120600.0,20585.28,5773.919999999999,4142.16
121500.0,20585.28,4895.28012552,3263.52012552
122400.0,11171.28025104,4518.71974896,2133.84012552
123300.0,10167.12,4142.16,1882.7999999999997
124200.0,9916.08050208,4769.759874480001,2635.92
125100.0,10167.12,5271.839874480001,2635.92
126000.0,19455.600000000002,5271.839874480001,1631.7599999999998
126900.0,19455.600000000002,4518.71974896,1631.7599999999998
127800.0,11045.759999999998,4895.28012552,2008.3201255200001
128700.0,11798.87962344,4518.71974896,2886.9599999999996
129600.0,6652.55987448,4769.759874480001,0.0
130500.0,9414.00037656,4518.71974896,0.0
131400.0,11171.28025104,4518.71974896,0.0
132300.0,11171.28025104,4518.71974896,0.0
133200.0,12300.95962344,4142.16,125.52
134100.0,18325.92,3891.11987448,125.52
135000.0,5271.839874480001,4142.16,125.52
135900.0,11296.80050208,3891.11987448,0.0
136800.0,12426.47987448,4142.16,0.0
137700.0,12552.0,4142.16,0.0
138600.0,12552.0,3389.04012552,0.0
139500.0,6652.55987448,3765.59987448,0.0
140400.0,7907.76012552,3640.07987448,0.0
141300.0,7029.12025104,3765.59987448,0.0
142200.0,11422.319748959999,3765.59987448,0.0
143100.0,1129.679949792,3765.59987448,0.0
144000.0,1129.679949792,3765.59987448,0.0
144900.0,11171.28025104,6150.479874480001,0.0
145800.0,12300.95962344,4769.759874480001,0.0
146700.0,19706.6412552,4142.16,0.0
147600.0,8911.920251040001,4267.68025104,0.0
148500.0,10920.23962344,4267.68025104,0.0
149400.0,10920.23962344,4393.2,0.0
150300.0,12300.95962344,5146.32012552,0.0
151200.0,7154.639999999999,4895.28012552,125.52
152100.0,11296.80050208,3389.04012552,125.52
153000.0,10041.599748960001,4267.68025104,125.52
153900.0,12426.47987448,4267.68025104,125.52
154800.0,12426.47987448,4267.68025104,0.0
155700.0,8911.920251040001,4895.28012552,125.52
156600.0,19581.12,4016.6402510400003,0.0
157500.0,10794.72037656,4895.28012552,0.0
158400.0,10543.679874480002,4267.68025104,0.0
159300.0,9916.08050208,4267.68025104,0.0
160200.0,9916.08050208,2510.4,0.0
161100.0,19957.678744800003,2133.84012552,0.0
162000.0,11924.39987448,2133.84012552,125.52
162900.0,10418.159623440002,2259.35987448,0.0
163800.0,10418.159623440002,2384.87987448,0.0
164700.0,14434.800000000001,2384.87987448,0.0
165600.0,14434.800000000001,2259.35987448,125.52
166500.0,13681.68,2259.35987448,125.52
167400.0,10794.72037656,2761.4399999999996,0.0
168300.0,10041.599748960001,2635.92,0.0
169200.0,10543.679874480002,2761.4399999999996,0.0
170100.0,19204.559999999998,2761.4399999999996,125.52
171000.0,19204.559999999998,2635.92,0.0
171900.0,10543.679874480002,2635.92,0.0
172800.0,11045.759999999998,2635.92,0.0
173700.0,10669.200125520001,2886.9599999999996,0.0
174600.0,19581.12,2635.92,0.0
175500.0,10543.679874480002,2635.92,0.0
176400.0,10543.679874480002,2886.9599999999996,125.52
177300.0,10292.64025104,2886.9599999999996,125.52
178200.0,10543.679874480002,2635.92,125.52
179100.0,19204.559999999998,2635.92,125.52
180000.0,11296.80050208,2635.92,0.0
180900.0,10418.159623440002,2635.92,0.0
181800.0,10041.599748960001,2635.92,125.52
182700.0,10041.599748960001,2761.4399999999996,125.52
183600.0,18451.440000000002,2635.92,125.52
184500.0,9916.08050208,2761.4399999999996,0.0
185400.0,10167.12,2510.4,0.0
186300.0,10543.679874480002,2886.9599999999996,0.0
187200.0,18953.5187448,2886.9599999999996,125.52
188100.0,18953.5187448,2635.92,0.0
189000.0,10669.200125520001,2886.9599999999996,0.0
189900.0,10794.72037656,2635.92,0.0
190800.0,9790.56025104,2886.9599999999996,0.0
191700.0,19706.6412552,4393.2,0.0
192600.0,11045.759999999998,4393.2,0.0
193500.0,11045.759999999998,4644.24,125.52
194400.0,9539.519748960001,4016.6402510400003,125.52
195300.0,10418.159623440002,8786.4,10167.12
196200.0,19832.1612552,5397.36012552,2510.4
197100.0,10669.200125520001,4895.28012552,2510.4
198000.0,10292.64025104,4895.28012552,2510.4
198900.0,10292.64025104,4895.28012552,2886.9599999999996
199800.0,9916.08050208,4644.24,3012.48
200700.0,19832.1612552,5146.32012552,2761.4399999999996
201600.0,10292.64025104,5146.32012552,2761.4399999999996
202500.0,10418.159623440002,4895.28012552,2761.4399999999996
203400.0,10794.72037656,4895.28012552,2635.92
204300.0,10794.72037656,4769.759874480001,2635.92
205200.0,19330.08,4393.2,2635.92
206100.0,10418.159623440002,7656.72012552,2259.35987448
207000.0,10794.72037656,5648.40025104,2384.87987448
207900.0,10669.200125520001,5146.32012552,2384.87987448
208800.0,19330.08,5146.32012552,2259.35987448
209700.0,19330.08,5271.839874480001,2259.35987448
210600.0,10292.64025104,3891.11987448,1129.679949792
211500.0,10418.159623440002,3765.59987448,1506.24
212400.0,10543.679874480002,3891.11987448,1506.24
213300.0,10167.12,3891.11987448,1506.24
214200.0,12049.92012552,3891.11987448,1129.679949792
215100.0,12049.92012552,3514.56012552,1380.7199999999998
216000.0,7907.76012552,3514.56012552,0.0
216900.0,7656.72012552,3891.11987448,125.52
217800.0,10920.23962344,3514.56012552,0.0
218700.0,11296.80050208,3640.07987448,0.0
219600.0,2886.9599999999996,3640.07987448,0.0
220500.0,2886.9599999999996,3514.56012552,0.0
221400.0,10669.200125520001,3514.56012552,125.52
222300.0,17196.238744799997,4016.6402510400003,125.52
223200.0,2259.35987448,3514.56012552,125.52
224100.0,8409.840251040001,4142.16,0.0
225000.0,13305.119999999999,3514.56012552,0.0
225900.0,3012.48,3514.56012552,0.0
226800.0,3012.48,4393.2,0.0
227700.0,6024.96,4016.6402510400003,0.0
228600.0,11422.319748959999,4518.71974896,125.52
229500.0,19706.6412552,3891.11987448,125.52
230400.0,5397.36012552,4393.2,125.52
231300.0,9288.48012552,4393.2,0.0
232200.0,9288.48012552,4518.71974896,0.0
233100.0,11296.80050208,4267.68025104,125.52
234000.0,12175.44037656,7907.76012552,125.52
234900.0,6652.55987448,5522.879999999999,0.0
235800.0,12049.92012552,5271.839874480001,0.0
236700.0,5648.40025104,5271.839874480001,0.0
237600.0,5648.40025104,5146.32012552,125.52
238500.0,10041.599748960001,2259.35987448,125.52
239400.0,10920.23962344,4016.6402510400003,0.0
240300.0,17698.32,4895.28012552,0.0
241200.0,11171.28025104,4895.28012552,0.0
242100.0,9916.08050208,4895.28012552,0.0
243000.0,9916.08050208,5522.879999999999,125.52
243900.0,9790.56025104,5146.32012552,19330.08
244800.0,10669.200125520001,5648.40025104,19330.08
245700.0,19204.559999999998,1757.28,1506.24
246600.0,10669.200125520001,2384.87987448,1506.24
247500.0,9916.08050208,2384.87987448,1506.24
248400.0,9916.08050208,3263.52012552,1631.7599999999998
249300.0,10794.72037656,2886.9599999999996,1631.7599999999998
250200.0,19957.678744800003,2761.4399999999996,1631.7599999999998
251100.0,10920.23962344,3012.48,1631.7599999999998
252000.0,10669.200125520001,3138.0,1631.7599999999998
252900.0,10669.200125520001,3138.0,1757.28
253800.0,10669.200125520001,3389.04012552,1757.28
254700.0,19455.600000000002,3389.04012552,1631.7599999999998
255600.0,10418.159623440002,3514.56012552,1631.7599999999998
256500.0,10543.679874480002,3640.07987448,1631.7599999999998
257400.0,11422.319748959999,3514.56012552,1631.7599999999998
258300.0,19706.6412552,3514.56012552,1631.7599999999998
259200.0,19706.6412552,4016.6402510400003,1631.7599999999998
260100.0,11547.839999999998,4142.16,1757.28
261000.0,10794.72037656,4016.6402510400003,1757.28
261900.0,10418.159623440002,4142.16,1757.28
262800.0,18325.92,4142.16,1757.28
263700.0,11798.87962344,4142.16,1757.28
264600.0,10292.64025104,4142.16,1882.7999999999997
265500.0,10292.64025104,4518.71974896,1882.7999999999997
266400.0,9916.08050208,4393.2,1882.7999999999997
267300.0,19455.600000000002,4267.68025104,1882.7999999999997
268200.0,10920.23962344,4267.68025104,1757.28
269100.0,10167.12,4895.28012552,1757.28
270000.0,10794.72037656,4895.28012552,1882.7999999999997
270900.0,10794.72037656,4644.24,1757.28
271800.0,18074.878744799997,4895.28012552,1757.28
272700.0,10167.12,4393.2,1882.7999999999997
273600.0,10669.200125520001,4518.71974896,4267.68025104
274500.0,10292.64025104,4267.68025104,4267.68025104
275400.0,19581.12,4267.68025104,3640.07987448
276300.0,19581.12,4769.759874480001,2761.4399999999996
277200.0,13305.119999999999,4895.28012552,4142.16
278100.0,10418.159623440002,7656.72012552,4142.16
279000.0,10418.159623440002,7782.23987448,3263.52012552
279900.0,19706.6412552,7782.23987448,3263.52012552
280800.0,10794.72037656,7782.23987448,4016.6402510400003
281700.0,10794.72037656,7405.68,5522.879999999999
282600.0,10669.200125520001,13932.720000000001,11045.759999999998
283500.0,11045.759999999998,11673.36025104,0.0
284400.0,19832.1612552,125.52,10041.599748960001
285300.0,12049.92012552,7656.72012552,10041.599748960001
286200.0,10669.200125520001,7656.72012552,0.0
287100.0,10543.679874480002,7656.72012552,10167.12
288000.0,10794.72037656,7154.639999999999,0.0
288900.0,10794.72037656,7154.639999999999,0.0
289800.0,11171.28025104,7154.639999999999,0.0
290700.0,10292.64025104,6903.599999999999,8158.79974896
291600.0,10543.679874480002,5899.4397489600005,8158.79974896
292500.0,10794.72037656,6150.479874480001,4142.16
293400.0,11045.759999999998,5146.32012552,4142.16
294300.0,11045.759999999998,5146.32012552,4142.16
295200.0,11045.759999999998,4142.16,3389.04012552
296100.0,11045.759999999998,4142.16,3138.0
297000.0,11171.28025104,4518.71974896,3263.52012552
297900.0,10669.200125520001,5020.799874480001,3514.56012552
298800.0,10669.200125520001,5271.839874480001,3514.56
